Mobile is good but Amazon didn't give me JIO 30 GB offer	5
Product is good but batter back up could be better. Has issues with charging port and keep freezing at times.	3
Excellent built-up quality18.9 DisplaySpeciality ;- Front CameraNotification LightGood Battery back upThank u Amezon  & Cloudtail	4
Best phone, I was gifted to my mom. Sad news that after one month this phone was lost	4
Display is nice and camera is also nice but battery backup is not up to the mark its avg.	4
Nice Phone under 10K.	5
All over its good & i like this phone- but- one thing is not supported in this phone, that's contact photo not displaying on screen when call incoming or outgoing.& Call setting option problem. like- waiting, barring, forwarding etc.	4
Awsome very good nd large displayBest phone in this price rangeNo hanging nd no heating problemBest selfie Camera nd awsome fingerprint censorBest features	5
Best phone from Micromax.Brightness is not that much.Back camera is not up to the mark.Rest is good.	4
good	4
It's ok ok product. I am using last 3 months. Only problem is picture quality on video call via whatapp. Where as Mi product costa 7k having better quality video call.	3
Good phone	4
Sexy product	5
Best phone of the year under 10000	5
Received a defective charger... Just wondering what if I received a defective mobile similarly... And now I have to replace the entire set along with mobile for just to replace a charger	4
It's hanging again and again so please think about this product before buying and if you want call to some one it shows on call but phone will show on call and hanging	2
OutStanding Smartphone by Micromax	5
Good productIndian BrandCamera is awesomeMany feature u will like	4
back camera not good ,less battery backup ,sensor nt working properly,most imp only having quad core processor	3
Excellent product	5
i am using this mobile from last 6 month and within 6 months i found that battery backup is not proper system is getting hang, and there is no exchange offer with particular this model even though on amazon..	1
It was worth buying this phone.  Under 10k if you get such features like 13 mp camera both, 18:9 full vision, 3 gb ram, and the best part one can use dual SIM + memory card all 3 are accessible. Battery reasonably Ok, not so good, but not so bad either.	4
Awesome look, perfect front selfie camera, good rear camera, no heating problem, sufficient battery back up, best picture quality.. Full paisa vasul phone.. Thanks Micromax	5
Build quality is ok. It has got good cameras and infinity display for the price	3
I still give 4 to this amazing phone,inspite of little poor in fingerprint sensor.others things are working awesome.	4
Camera quality are good.. Rear and front both are portrait mode..Battery backup was good...Phone are best in this price range	5
Very delicate, screen broke only on a small drop.Camera and screen is good, but the build quality should be improved.	1
Bad mobile	1
im happy with product no issues nice battery pickup also	4
Battery life is very poor.Picture quality is OK.But not satisfied with its slow  processor. I recommend not to buy this phone. Buy an redmi 5.Instead of Micromax canvas infinity	3
Good Phone at affordable price.	4
Its good for the price.	4
Good	5
Best phoneIt has 3gb ram with 32gb storage and works perfectly.Amazon sent it in perfect condition. The delivery was early too!	5
The mobile is very good.It's biggest plus point is it's big screen and the front selfie camera which takes very good pics.Good battery backup. Smooth functioning.Value for money.	5
Amazing screen size beautiful looks nd user friendly recommended for daily use no lagging till now battery backup is quite good I don't no why people criticise it without using it it's best budget smart phone available which is from Indian company	5
Good product fine working	4
Good.But rear camera is not really good as it is said.gaming is okay. UI is complicated.Dedicated sim and memory card slot is good for all.	3
When I ordered the phone will in 2 days it will deliver am so happy this phone is amazing	4
Perfect phone value for money.. camera is excellent. Battery is good. Phone performance is good. Indian brand phone go for it. Much better than MI.	5
Purchased in Dec 2017. Phone hangs very often. Need to restart phone at least 4 to 5 times a day. If phone is not restarted, it is not reachable to others even though there is good network.	1
the phones gets heated up after using the internet for more than 5 min ,not a very excellent product	3
It's cool and have great features,as I'm a student it as all the things what I want . Thank you Amazon . happy.	5
Excellent phone with great features. Make in India... would highly recommend for it.	5
Better options available in the mkt like MI, Asus, Moto etc..battery drains very fast, apps sometimes crash which I believe is bcoz of the 3gb ram..picture quality is not that great..	3
The smartphone that I recieved was made in china .the ui of the smartphone was not at all good .the infinity display was quite impressive.the overall performance of the device was pretty good . It is a great value for money device	4
Overall a good phone but there are no screen protectors in the market for this phone and if by luck u find one then it will not fit on to it	4
Best phone for 10kSuper displayVery good selfie camera and back camera	5
Looking wise great phone.performance decent.Value for money 100 cent.	5
Very worst phone. My finger print senson is damaged	1
Phone is Very good but sometimes hangs and problem in unlocking the phone .	4
This is best phone in his price but this phone battery life is not very good this phone is not hang	5
Quality as expected	5
Super fast delivery.. Putting review after using it for 3-4 months now. Definitely worth for money	5
Awesome phone	5
Osm processer front camera and screen but battery backup is low but not bad aberall grate phone love it	5
very nice smartphone, only one issue that finger print sensor could be better. Although very handy mobile.	5
Purchased 9 months before. The performance is deteriorated like anything and have to go for new one. Not eligible for exchange also.	3
Booked the phone and waiting.. Excited to recieve it.. Pls tell guys .. How is voice quality and loudness??How much battery backup for heavy use??	4
Mobile is slow and hang	1
super phonegood battery	4
Very good mobile on its price 8999 front ca	5
Best Phone in this price Range and good quality products and 1 day battery life amazing phone.	5
Within 6 month sim not detecting, hangs touch not responding..	1
After 15 days of use..If you are an average user it's the best phone... Go for it blindly...A bit laggy sometimes when used heavy, but it's negligible	4
Very good mobile in this price rangeCamera quality is superbProcessing very fast.Delivered before estimated time by amazon	5
I am love in it. Best smartphone in 10k range. Thank you Micromax.	5
Amazing phone.....Superb performance....so many features...so go this phone and buy this phone....	5
I am getting lots of problems with the mobile.Being a doctor from Mumbai I am not been able to respond as there is a problem with clarity of sound.I am feeling of being duped and cheated	1
Awesome mobile in this budget , good battery back up ,camera quality is fine	5
Micromax did really well..now people will change their mentality against micromax.I am using since 10 days...its really awesome.	5
Waste of money. Display gone in 5th month. Mobile hangs a lot. Don't buy this product.	1
Good set of features for this price point. Surprisingly good camera, nice sound quality, sleek and hence easy to carry. Battery power is good too. Definitely a worthy product.	5
In this price the infinity display product is best and this smartphone work great till now.	4
It ok but some times hanged. and also touch screen is not working properly	3
The Product is so nice, awesome speed & great GUI appearance. Camera quality & pixel ratio also fantastic.Great cell phone........!	5
Awesome mobile in this price range.... Phone look like an Android premium device... Os is same copy of oppo... Display is the most wonderful think... And the front camera was decent... And gud performance in day light	5
This mobile is excellent performanceI such a really hero mobileAnd features is so goodMy next mobile in feuture Micromax mobile	5
Worse phone ever purchased online. With no return support of Amazon...	1
Wonderful!!!	5
Good	5
Looks good.Feels solid in hand. Nothing great about full vision, jst look like a normal phone. An average camera performance. Decent display.	4
Amazing phone in this segment	5
Really what a mobile camera is awesome and performance is awesome	4
i just have to say, it take a lots of guts to beleive in micromax but i did.and you know what , i will recommend to each one of you except creepy gadget maniac.	5
one of the best phones i hv bought in recent times .	5
Its nice	4
It is a very good phone in this price.cemera picture quality is very nice and other all futhires are very good.no dought it is awesome phone	4
Super indian phone by micromax...Pls make all part in india	5
Soo soo, In this price ......these feature are affordable...overall nice mobile ...	4
Micromax again proves it's worth. Great value for money. This is my 3rd micromax phone.No heat issue even after heavy use. Selfie cam is great and rear camera is good.Really great value for money.	5
Supperb Phone...Thank you Amazon	5
It is really a good smartphon, i enjoyed it but the only bad thing about this phone is its battery......If battery capacity will increse then it will be grate smartphone in this range	4
My mobile is not charging where is the service centre of Micromax in Belgaum	4
Very very nice product. This mobile is better than moto e4 plus. So choose it. And enjoy it.	5
Ok but battery gets drained in the night time almost 50%, even i put phone on flight mode due to heavy bandwidth consume.	3
LCD display not too bright.Camera amazing especially the portrait mode.U.I. is fast.	4
Worst phone ever!!Got it delivered today only to find it not starting up..The phone looks like a cheap clown model.Very very pathetic experience already asked for return.	1
The product is good. The style and Camera quality if good considering the price.One Issue noticed is the Touch Screen is not responsive.	4
This phone is truly a masterpiece at this price range. I generally use it as a back up phone so never ever faced any issue.	4
good	4
This product is also good, suggest others to buy	5
Excellent mobile	5
Battery OKDisplay GoodFinger print access okOver all performance ok	4
Mast phone hai badhiya camera hai is kimat pe isse jyada ummid ki khwahis sirf Chinese hi pura kar sakte hai aur Chinese kitne ghatak hai wo sabko pata haiye mere sujhaao hai...thnx	5
nice	5
A common man's smartphone... Class by its performance... Worth of the price...Micromax has improved a lot in the quality of its products..Well done	5
ONE OF THE BEST MOBILE IN MY RANG. ALL THING IS GREAT. AND THE CAMERA CLEARTY IS AWSM .	5
Best phone having great featuresMust try one time.I am saying this because of the great features in such a less price.	4
Good	4
super phone in this price range i love it, battery backup is nice but it takes 2+ hours to full charge, both camera is very nice	5
1. Battery life is not good you should make 4000mh battery instead of 2900...this things mobile more effective2 screen glass quality is not good...	3
Great value for money. Excellent bty backup, speed, love this phone.	4
Best Phone to buy under 10,000rs. Camera  is the best. Overall it's a great phone.	5
mobile ok, but didn't receive cashback, which was there for ICICI netbanking users between Jan1-Jan3 2018.	3
Bakchod  phone hai .10 din me karab ko gaya saala ,Micromax chutiya company. Phone mat Lena bhaiyo worst phone hai ..	5
Amazing phone by Micromax. Thank you Micromax and amazon 	5
Good mobile for the price.really good.	5
Superp camera quality.. better than iphone SE.	4
Waste phone don't buy low quality charging pin problem too much ear pain while using......	1
Best phone i have got. All the features r amazing. Best selfie camera.	5
camera quality is very good. display is awesome. notification problem is not there, so it is good step forward of micromax. Really it is value for money package.	5
waste	2
The most awesome phone of all time.	5
Phone good, but UI lag, please update & fix that problem	4
Nice mobile, good battery backup.	5
I have been using this phone since August 2017. It is a stable product that I rely on for communication, work and games everyday. I am a proud owner.	5
Except the display part, other features are quite good...	4
This phone is really very good If it was an octa-core processor then it would have been better	4
Camera quality is not up to the mark. it has no quality like 16mp, Selfie camera is also very poor.	2
Mene jab product ko use kiya tab dekh better backup is good and charger is good selfy cemra is osm and look is grt.teach is grt.thanks to micromax make this phone to me	5
working great , nice looks	5
super mobile under 10k.........but the battery life is just one day....overall the phone is good	4
It's an awesome product from micromax, I tally loved it, simply superb	5
Best mobile under 10k with good display, only problem is the battery which lasts one day	4
Awsome phone good job by micromax at lowest prize.	5
Micromax Trying Hard To Beat Mi.	5
Awesome product with a reasonable price..Loved it.	5
It's first good but later broke with the display could be better	3
I had bought it in sept 2017 and now itz speaker is nt working	3
Camera is not up to mark...Display is good on this price range.Made in China on the box.	4
Charging point is damaged before a year and the ui is laggy I think micromax has to work on that.Battery backup is good.camera is ok.	3
Useless phone. Hangs most of the time	1
VALUE FOR MONEY	5
Battery poor but camera etc all Verity very nice	5
Awesome camera in the price and performence is also too good..	5
Fast delivery in two days.. Best phone in this budget. Nice camera, battery backup charging time, performance....	5
Great front camera. Screen ratio is very nice after all it is Micromax	5
It's OK. Nothing great. The feel of bezel-less is not there even if it was promoted as a bezel-less phone. Battery life could have been better.	3
Bhai ek dam mast phone hai lena to banta hai.koi dikat nahi hai.camera vagerah sab mast.	5
Very good product to Micromax infinity mobileVery good battery backup	5
I want a duplicate bill of the product mobile : micromax infinity . The bill provided is erased automatically . So send me at the earliest.	3
Super serviceBest processFast and fab experience	5
Awesome Phone in good range. Camera clarity superb. Totally satisfied with this phone. Thank You Micromax.	5
Not good. After 4 months of purchasing start hanging ..	1
I received a good one. Great.	4
Very poor quality. The camera is not working. Files don't get stored.The technician who came for addressing the issue could not solve the problem.	1
best phone in this prise range i boght it from market perform well	5
Phone is best it has all that you don't think in this price range but if it has gorilla glass screen after increasing 1000 or 2000Rs then it is the best phone of the Micromax class	4
Worst product heavens sake don't purchase this. Micro SD card not recognized if you change the micro SD card unable to delete the apps in use	1
Very very bad	1
Display not working some times after one month usage.for this model display glass not available anywhere and battery backup worst	3
Lot of bloatware, apps  installed from Appcenter which can not be disabled or uninstalled..Mobile data not connecting immediately..Hardware OK.	3
*Night mode camera normal.*Phone lock time mobile network, tourch some notification drawer can't access.	4
Its nice look, smart, still lag behind, to be an user friendly, in comparison to lava.	3
In this price range, it's the best one.	5
Good screen size....poor battery backup..... overall average	3
Value for money amazing productService is also very good	5
Nice product for the price of 9999	4
Best phone with loads of features.  5 star	5
Charger is not good.....because it is burst from high power electricity..	4
Nice performance	5
Very good	5
Good display value for money....	5
Best mobile in 10k range, big screen, good battery life, awesome look, nice audio sound, head phones. It's complete value of money. Delivery also on time.	4
Good product	4
Tempered glass of screen is difficult to find since it has curved edgesRest all ok. Mobile is good	5
Good one. From the date of purchase using. It's goes smooth without any interruptions. Best phone for low price.	5
Nice Smart phone	5
It's awesome..m luving it..	5
Phone look is osm and battery performance is very good and camera,disply and processing speed is excellent.	5
Nice phone nice loking & Features good	5
Not so good... Really disappointed... 	2
The mobile started switching both the sim cards off by itself many a times  Not working fine as expected	5
Very bad battery life,it's take 3hr to charge 80%	1
I have used it for more than one month now. No problem faced, except during calls, even the lowest volume is loud (with or without headsets). Other than that, great phone.	4
surely will suggest every one to buy Micromax canvas infinity. great product in beautiful price range with loads of features.. thanks Amazon for faster delivery.. 10/10..	5
I bought it for my dad n its really gud...	4
It is one of the best phone and also performance is excellent and delivery service of Amazon's is awesome	5
Front camera niceRest rubbish productEarphone not working properly ,charger too.Front camera shitty . Very bad product and high price.	1
Best front camera quality..best phone in micromax..best perfomance phone in cheap rate..	5
Very good product, battery life is good, picture quality and features are Nice. No complaint s from the past 1 yr 6 months	5
good phone , only one thing - please improve battery upto 4000-4500 mah , except all super..	5
Perfect product	5
Not very good some time set is working very slow & Hit Problem. Compare to range MI is far better.	3
Phone is getting stuck soo frequently	1
After update it is a great phone. Good display, great front camera, good performance. Best phone under 8500. If u falling 1500 short from 10k,go for it.	4
Amazing display, front & back camera quality is good, battery is okay for one day use. Overall a really good piece of work by Micromax.	5
As described.	5
Good done..! But not indian make.! This done is China make....!	3
Ok phone.	3
good phone but I lost it after 3 month	5
Little bit slower as well as finger print scanner and heating issuesRest on this Best mobile in this price range. Everything is working supper	3
Not at all a good phone.The phone heats up and also hangs up alot.If anyone wants to spend 9k i would always suggest to go for MI.Its anyday better	1
Good phone does all the good stuff.But the notification bar is made up of cheap quality.try to make the phone software more professional not oldschool	3
Everything is ok... Bt heating issue...	3
Nice design and specs in this price range. Recommended as it won't pinch ur pocket much.	4
Nice phone and best feature phone	5
Ok	1
Nice mobile with nice camera and display .Everything is ok.I think its best mobile in 2017 in 15000rs	5
SUPERB CAM AND STYLISH SLIM SMART PHONE	5
Nice phon good Amazon service.	5
Gifted this to my mother, I thank micromax and amazon teams for the happiness they brought into our lives, with the kind of service they provided.	5
No hanging any problems and battery life also too good	4
The OS needs to be revamped , it feels like you are working still old technology .Auido is bit rustic but thats expected at this price range .	2
Awesome product in this range.	5
Camera good nice mobile	5
Osm mobile phoneCamera quality very bestBattery performance normalPhone speed goodFingerprint sensor become slow	5
Great product at this price. Faster and sleek. Loved the interface.	4
It's cost worthy mobile but without navigation key also we need to work then it is 5.7 inches	4
Very happy with everything. Especially  the promptness in service	5
Its been six months we are using it mobile is working fine	5
Nice phone. Micromax rock this time.	5
Phone is ok but service centre not available. Lock button also working slow. Fingerprint not recognise most of time.	3
Overall good phone in range 10000Camera quality not satisfied and some times slow processor	4
I'm not happy this mobile. Battery backb not good and heating problems.	2
The phone gets hanged and there is a network issues once we insert a sim in the phone. but other ways, the camera is okay.	3
Great product but hardware performance is slightly slow as compare to other company's phone.	5
delivery is good ,camera was very nice, its looks good,but functionality is bad	3
Good product	5
Good mobile3/32Fast proseserCemera nice	5
Awesome mobile....All requirements full fill by this mobileVery good phone	5
Micromax Canvas Infinity is really awesome smartphone, good in design, smooth etc......	5
Cool mobile with poor software, please improve the software during the next update, the UI is little slugish	4
worth the price..battery though only 2900mah is lasting a full 2 days for now..	5
Good product with very poor screen glass quality broked in single drop	4
Good gob micromax keep it up	5
Best in this price range, simply superb	5
Good and amazing mobile from Micromax.	4
Nice phone best camera but less man battery	4
ok	5
Very very very good and fantastic mobile phone that Micromax has ever launched.All must have it	5
Good	3
Very good phone ,camera clearety superb one word to say just buy without any dought.....	4
Awesome phone on this PriceDisplay Awesome fill Premium	5
Very good phone as per the price. Buy this phone if you want under 10k.	5
Nice mobile...but only problem is phone gets hang sometimes	3
It is an more than good but we can't say it very goodSelfie camera is excellent but it doesn't have instant clickIt also have some minor limitations	4
Good product.i am using this mobile for past 2 weeks.no problem.good camera,battery backup and display.compare to Redmi, infinity is better.no heating problem.	5
Good phone but battery is weak and accept this problem everything is ok. Phone battery is increased. It takes a lot of time to charge but finishes quickly	5
The product was too good for the priceGuys don't think just go for it	5
Nice product ...good camera ...nice sound quality  and so on .... satisfied with my choice	5
I am using This Mobile Since 1 month and it's amazing experience all my needs full filled	5
A Very Good Phone for the price	5
Value for money. Great mobile among this price. Excellent mobile phone, finally I got a great	5
some issues are there that the software cant update also performance lags sometime	3
Very nice mobile good camera front and back camera nice one and good luck phone	5
Finger print is not at all good. Phone lags even though it has good RAM. Will not recommend if you are doing multitasking.	3
sometimes require reboot for whatsapp sms....otherwise worth in 10k....	4
Design and specifications too good but battery and front camera average	5
Awesome Infinity Display , Viewing angles are good, battery runs almost one & half day .camera click superb selfie ,processer does work properly,...Love My Infinity	4
5 stars..just buy it"	5
its my new phone.first was micromx canvas., camera is so good. and performance is also good	4
sir I LOST my mobile and I HAVE INSUERD THE phone at the time of buying so now I want to know  what to do	5
It's pretty goods to handle it smooth for operating..simple and very easy also no hanging problem good selfy mode overall good product....	4
Liked alot. Very worthy product for me. Good features Most of all a very good battery backup... Literally liked alot	4
Smart phone nothing like any thing. I loved the infinity Display... :-)	5
I purchased this phone because it is good than other China made phones.	5
Overall the phone is good but finger print unlocking is not working properly I am returning the product	2
Nice budget phone, selfie is good but rear camera is not good in low light, phone sometime gets hang while online, battery backup & charging is good....	4
Phone is good in other manners like camera, look etc. But hang too much	2
Working Good.Bit lag seen where it's launcher acts.	4
Best mobile in the market so far with good features and price..Micromax Indian..	5
Amazing phone  amazing camera  features at INFINITY	4
Very good products fully pesa vasul	5
Genuine product ..must buy	4
really it disappoints	2
Nice mobile awesome good look.. please encourage Indian brands dont go for Chinese .	5
Best mobile because I use it	5
This mobile better than other Micromax set.	4
Nice phone  related to price....Definitely go for it!	5
Good	5
Excellent phone.	5
Phone is ok but no battery backup	1
Nice camera quality	5
Good smart phone	5
its start hanging badle in a month whenever i start mt internet	2
Good	3
After 3 months charging problem. Micromax service centre is also poor service.	2
Micromax canvas mobile is very very good mobile. Mobile bettery good screen size good ram good camera good.	5
I sujest all people Micromax canvas infinity mobile is very good and nice feature. Nice product!	5
Nice mobile	5
Good handling ..it a slim phone but the software and hardware needs a lot of improvement ..Micromax should test the phone thoroughly before launching	2
Awasome phone, but the battery could have been much better.	5
Awesome piece...Excellent camera quality..eye catchy looks...full value for money..	5
it is really great mobile with lots & lots of super'b feature	5
The phone is light in weight, has decent battery backup, a super fine camera quality and very hard back case. Overall a very good phone at that price.	5
Hang happen when camera was running otherwise it's good phone.	4
It's a best product in Micromax.... All over performance it's best.......	5
It is amazing	5
Fantastic Phone	5
This phone is soo good but some settings and functions are not available.	4
Good Mobile. Value for money and Amazon delivered it the next day.	5
I m getting some trouble with this phone... regarding to charging it. I want u to give a immediate response towards it.	4
Very bad product lot of problems. Contact me 9926257211	1
Good mobile at this price range	4
everything is almost okbut while using multiple app the processor become slow and after three months this mobile is hanging.	4
The Phone performance is Good.Nice battery backup,Screen resolution is good.	5
Best phone ever..........nice look, good hw, Everage battery upto full day .....	5
Good Camera is awesome. Headphones are really super clarity bass.. portrait mode is need to improve..  waiting for duel cam...	4
Device hangs just like that and also got heated up intensely without any background apps running.	2
Micromax infinity so God but Hank problem reguler only one problem three time my mobiles hank problem I go to services centre service my mobile	3
Good speakers display camera ... jitna bolu utna kam hai...bahut acha phone hai...highly recommended	5
Phone hangs, restartes, display itself is dull and battery backup is bad.	2
Just an awesome phone. Using for 3 months and its great	5
Pro: Display, Front CameraCon: Slow interface, hope micromax will fix this in subsequent software update	4
Phone is nice with good feature specially we like screen shot feature. Camera quality would have been more digital.overall nice with affordable price	4
Its very good product. Tanq for Your fast delivery	5
Cash back card payment 20 per off so I not got it money	4
Very bad charging...it takes long time to full charge and quick to become low charge... Not that much super quality camera...	1
10000 rs me ....awesome....camera quality and display is super	5
I think it is better than redmi y1. 18:9 display is amazing.	5
Data switch is switching between on and off automatically. Periodic prompting of volume control.	3
This phone is one of the best phone..#Camera quality is best and also selfie camera is best I love it	5
It is very good in performance and also it's features are good	5
Very nice	5
Below average display....	4
Nice mobile in low price..,good feature , good cmaera, good performance ...	5
Not bad	5
Best phone in this price segment	5
VERY HIGH POWER SOFTWARE AND LATEST VERSION	5
The phone started acting up after only 38 days of usage. Microphone hardly works and it hangs at frequent times.	3
Cool mobil in this range	4
Would give 4 star, but little bit disappointed as USB connection with PC not working.Rest all very good about Phone.	3
It's a nice phone in this price...I use in last 6 month but  no any thing wrong with this...	5
very nice	5
Good	5
Sometimes fingure print sensor is not working.I got a replacement but with same problem.so plz don't. Buy this	1
Good enough.	5
Phone is nice in this price range. But little bit lagging.	4
nice	5
Product was awesome, I just love it...Thank you so much Amazon and Micromax for this superb gift...	5
Vary bad very slow mobile	1
Nyc phone in this price...value for money	3
Osm Phone and Sexy Features And Delivery is Very Fast...I found 4000 ruppes Inside the mobile's Box And A Jio Sim	5
Camera quality good and satisfying in this price range	5
Bad	1
Not working properly, everytime I have to remove the battery....@micromax can't you make a good phone...Slove my issue please	2
Best product delivered by Amazon	3
Good phone with no heating issue at all with low SAR	5
good phone with good screen display	4
Better than what i expected. Front camera is pretty decent but the finger print sensor takes a while to work.	4
Nice product. Working smoothly	4
product is an awsome onenot gorilla glass, if anything happen to mobile will take a long period to get repaired	5
Bad quality.......	1
I think It is good to bring this to everybody's home.	5
Don't buy this mobile . No goriila glass not safety poor batter back up for such big screen	1
Good product	4
display problam	2
Battery very bad.except battery everything else looks good	3
Mobile MIC is not working after 1 Month	1
very horible product this phone heated too much..Ican't use this item because of heating plz return this item	1
battery last for 1 day in normal useoverall phone superb	4
camera quality not okbrightness not ok	2
amazing product...	5
I have updated my feedback after using 7months. This is good Product to buy	5
The camera and performance is very gud	5
. Camera very good Display  etc  super  nice	5
720p display is a bad thing but still good to buy	4
camera quality is good	4
Very nice and new fetures	5
Phone is OK. The speaker volume is not good	3
Good work, and in this prise very good quality and features.	5
Service support is very worst.service center is  charging 3800 for display replacement	2
Very good mobileI am very happy with this device	4
Good	5
Amazing Camera Picture Quality, And Display Quality Awesome.	5
This Phone Are Very Poor Quality.Every time Hang Problem.I dont Like This.	1
It gives it best according to its rate and in short it was awesome but it could be better	4
Good phone in this price.	5
Nice mobile... Very good Battery Back up	5
Function are very good but bettry backup is 7 out of 10 .	4
Nice phone under 10000 rupees camera and display also very good. I am very happy great work Micromax and Amazon thank you	5
Camera thik he chalne me slo he heng hota he	3
Best mobile in micromax.all things good,camera , sound, brightness, good designing for using. Amazon delivery was fast and good.	5
It is very nice phone under this price range and also good product deliver in short time period.. 	5
