Was glad to see made in India label inside the phone. But when I saw the charger it said "made in china". Still OK. Now I thought of charging the phone a bit.. just 5 minutes after setting the new phone. As soon as I connected the charger to the socket, there was a spark and shot circuit in the charger, phone was not connected. So go disappointed. I am not returning this phone as I have already gifted it. Not sure if Amazon seller would be able to send replacement for the charger alone. Amazon never replaced the product even after multiple conversations..	2
Its not even one year of product purchase, and phone doesn't work well.If we want to make a call, we need to use the earphone, or else we need to put the phone in loud speaker.Back camera doesn't work.Flash light doesn't work some times.Not happy with the product.	1
Very fast processing and very good looking phone at low price experience like Apple phone	5
realy grat product by micromax amazing one more time king back to the market keep it on micromax	5
After 1month useage, in this price range it's good mobile, worth for every paise, camera in normal condition good, finger print okok ,battery for moderate user complete day, sound quality is not up to the mark, screen quality in sunlight good	4
Worst product worst customer service in warranty period	1
Better than Redmi Note 4... Using this phone since last 6 months..no problem at all.. Everything is good in this phone under the price range 10k... A better try from Micromax to get back into the market...	5
worst product, dont even charge properly, poor customer care, no replacement, no guarantee, horrible experience!	1
Highly NOT RECOMMENDED While ordering I was like I'm ordering Indian make handset with patriotic feeling and expected the unexpected :(Pathetic phone, received defected peice, got it exchanged after so much hassle, again received faulty handset. If someone calls me other person can't hear me properly. They think I've put the on speaker and speaking from other room with phone in other room. So awful.	2
Whatever this phone might have been capable of has been completely ruined by the software on this phone and despite almost everybody calling it out to micromax, there is no hint of any improvement regarding the same.After almost an year using this phone, I would not recommend this or any other micromax phone for that matter. To what extent do we settle with this company for the sake of patriotism, atleast the Chinese are working hard and competing with apple, and here is micromax only interested in churning in money by reselling the fruit of Chinese hardwork. Great example of pathetic leadership and certainly not a company that shows any patriotism or deserves the patriotic support shown by Indians towards this company !	1
Got this phone delivered on 15th aug, using it for more than 15 hours now. Facing problem with battery drainage, it reduces like 20% with normal usage in less than an hour. By normal usage I mean even updating the contact details as it is new phone. Also when the phone is not in use i.e on standby it reduces 5-7% in an hours time.So 20% drainage in 1hr is really bad. Hence applying for Return.	2
This is a really worst phone .This phone is arise ao many software problems .Like hanging,slow working apps..Touch will be loose with in a short period of time ..And lack of servicing centers ...Even small crash on phone also this phone unworthy for warranty ... Software update kavalante 300/-.at services centre.,such a big mistake in my daily usage..So plz beware of this phone	1
Amazing Smartphone under 10k, Camera is mind blowing.Everything are working well.No Issues 	5
Phone looks good in all aspects however the display screen heats up while using it for sometime. I received the product yesterday. I will use it for few days and see whether the problem continues. Other than this heating up problem evrything seems to be fine.	4
Battery backup is good, both camera captures good pictures but I would prefer rear camera as 16 mp instead of front camera. One drawback of this phone that it looks like 5.2 inch screen display.	4
Not at all a good phone ...Battery lags and the performance is also not up to the mark.Biggest mistake that I bought it.	1
Excellent made in India product by Micromax, but company is slow in producing more products like this. Market value is less due to costly & slow productions.	5
A very good product under 10k. I'm using it from 10 months and believe me nothing has gone wrong by this phone.Screen is good.Camera is awsm.Sound quality is good.Look is awsm.Overall performance is very nice.The only thing that disappointed me is its battery life.	4
low volumecant speak on this phone unless we use headphoneeven for incoming calls bell doesnt ringshown to many service stations.... no luck	1
I always wanted to buy an Indian phone as a part of promoting Indian market.... This phone really fitted my bill.... Good performance and almost all features of mi series.... I'm loving it.... Not suitable for playing high end graphic games....	4
good	4
It's the phone which has the value for the money you pay.Very gud display and storage.	4
Phone is good. But In this one year, there is No security updates, no bug fixes updates and no Oreo update from Micromax. Worst customer service centre. During the initial release they promised about Oreo update. But even they not providing proper security updates and bug fixes updates.	1
Very bad product, worst picture and sound quality....processor is very low....All my money gine waste...AMAZON....very poor product...you are spoiling your image..	1
Very Good Phone on Battery back UP and other features	5
Lookwise the phone is good. Battery back up also nice. But it hangs up when connected to net. The display also goes blank. You can not use keyboard also. Its bad experience.	3
Dual sim, removavle battery is the best featured offered. But,there is no exchange Blair for this phone.	4
nice mobile. I loved it..........low price but lot of fecilities......but plzzz extened the battery level.........	5
Not a very good phone for price. Lags a bit sometimes. Not that fast, design is cheap.	5
Worth for the money spent ... really happy that I bought this product. If it would have native android it would have been awesome :) although no complains.	4
Worth's every penny. Excellent phone .Only I miss its gorilla glass so you should be carefully handle this and its cover and screen gaurds are not available in market easily	4
Very good for the given price. Been using it for 3 days now, not slow at all. I like it. I feel its one of the best in its price range. Micromax can make a good comeback with this phone.	5
Phone was average but unfortunately it stopped working after 7 months and .. service is even worst I am still waiting for serviced return... my advice never go for any micromax product.. better to buy Chinese at least no service expectations....	2
Just superb in look n performance	4
Good phone.	5
Phone is good for those who use internet and play light games..overall product is gud..battery is good enough..yes heating is there but lite..	5
Very good mobile. Low SAR. Good features. Extremely happy with the performance. Importantly it is an Indian mobile company. Support made in India products.	5
It's a great product from micromax wow I loved it and thank you amazon giving such a big discount on it	5
My phone getting Screen Lock problem, Screen Lock Is not Working, FingerPrint, PAssword, or pin, Phone Is Unlocking Easily, even phone is locked,i want to return this product and need my refund	1
Good mobile in this range micromachining infinity better than terminal y1	4
The display is not working properly and the quest thing that I can not initiate the return... The return Window is closed.	1
Do not take this phone within two months i have to visit gallery 3 times sometimes it doesn't support charging n than i have to replace my screen n the service centre also don't do their work properly	2
I buy the phone. Its quality is excellent. Compete with redmi phones. Only battery is otherwise an excellent phone	5
Nice phone in this price	5
