Perfect product! Awesome Mobile By Realme... First Impression is Very Good Big Size Notch Display Red and Black Both color is Nice.. Rear and Front camera is also Good Battery Backup is Awesome. Realme gives a Real Features in Budget Category...  	5
Terrific purchase Detailed review after using about 10 hrs Pros:-  Looks great Notch display Color reproduction were great means display is great for the money. Camera is very good captured very good photos from both back and front camera in this price point ,so don't go with negative review. Processor is similar to what we get in the SD625 and don't confused SD625 and SD450 were the similar processor SD450 is the lite version of SD625. No heating issue till now Cons:- Only cons I have getting is bug in the Co...  	5
Terrific it's an amazing mobile phone with least cost  	5
Best in the market! world best looking phone.love u real me  	5
Great product full paisa vasool thank u realme  	5
Terrific Osm Camera....Love it ...8 MP selfie Rock BeaT 16 MP selfie Phone Battery 2.5 daY Life  	5
Excellent nice phone thanks  	5
Pretty good good battery backup..  	4
Terrific Everything is good as per as budget. This is the best budgeting allrounder smartphone till date. This phone works fast, ai face unlock is too fast, fingure print sensor also works fast , sound, screen quality, battery is very good. Battery 5/5 Camera 4/5 Design 5/5 Money value 5/5 I like it, awesome phone.  	5
Classy product I request people not to post low ratings because u r unable to find the Sim ejector tool rather u can refer YouTube videos for this..no need to give this device rating 1. The screen is big..Notch display really looks premium.. Fingerprint sensor is quite good so also the face unlocking is. The phone is light weight too Now coming to the CAMERA I was using VIVO V5 plus (all know that has a very good camera quality) ..I exchanged it to buy this mobile.. so if I am satisfied with Realme 2 camera...  	5
Very Good nice  	4
Awesome very good phone this range  	5
Wonderful good as his price point. camera-80/100 sound-99/100 Performance-90/100 product quality-100/100 not best but good. Thank you Realme & Flipkart.  	4
Must buy! I have been using this smartphone for last 10 days and here is my thoughts about it -  Camera - Dual camera at this price is very tough and this camera performs really good. Bokeh effect is also good and edge detection is spot on. I am loving the camera on this and it pushes me to take photos all the time. I also like selfies a lot and this one also got some stickers which looks super cool. Specially after the recent upgrade, camera is performing more than expected. Display is amazing. I al...  	5
Awesome Asm phone   	5
Mind-blowing purchase Best Phone, light weight, better camera and fast processor, long lasting battery  	5
Classy product I bought this phone is first sale with HDFC offer and it turned out to be a good deal. The notch screen and diamond back design is very beautiful. The phone feels premium. The camera is a dual camera and it clicks pretty good pictures. The selfies are very clear and worthy for social media. Photos taken with back camera are crisp and clear with proper details and no noise. I even tried taking casual videos and they were too very nicely recorded. I really like the bokeh effect for good photos....  	5
Simply awesome Super mobile,,,,,nice images, Good battery life,,totally nice  	5
Perfect product! brilliant phone with amazing looks , camera and performance is average, but looks are awesome !!  	5
Super! Good phone Good battery back-up  Good display size  Good all another feature Camera is not good  	5
Super! Latest OTA update ia rolled out today on 08 sep 18 . good job by REALME...Real value for money... Review after using 10 hours with fully charged battery.. pros......1)-Nice notch design & look               2)-superb battery backup               3)-Nice selfi camera, Good rear cameras               4)-good processor at this price point               5)-triple card slot               6)-dual volte support, all sensors present               7)-best fingerprint sensor & face unlock cons.....1...  	5
Terrific purchase Real Me 2 The Best Budget Phone Under 9 k, Pros: 1.Notch:   Notch Full Screen   and first under 9k 2. Performance: Good split screen option for multitasking and working well after intense gaming 3. Screen Size: Under 9 k, it is the first phone to have 6.2 inch,Best 19:9 display mobile 4. Battery: mammoth 4230 mah battery 5. Unlock: fast on fingerprint sensor and face unlock. 6.Triple Slot ( Dual Active  4 G Sims + Dedicated Memory) 7. Camera: beauty mode is as awesome as  and they hav...  	5
Excellent Phone is great, In 9000 I felt like a really premium phone. Delivery also took less than 24 hours although I ordered using normal delivery. Thanks a lot  	5
Delightful Very good product in this price.  	4
