Terrific purchase awesome  	5
Excellent camera is excellent in right light condition..average in low light.. .overall satisfactory  	5
SuggestPhone Review: Great Phone with Bad Selfie Camera I ordered it for review purpose in the first sale on 3rd May. I updated the device after first boot which added face unlock. Writing this review after 3 days of use. Pros: + Good Build + Beautiful Display + Powerful Chipset + Stock Android + Lag Free Performance + No Heating + Massive 5000 mAh Battery + Great Audio + Decent Rear Cameras + Dedicated MicroSD Slot Cons: - Below Average Front Camera - No Quick Charging - No Type-C Port - Weird Camera Interface - No Case/Cover Provided Ratings:...  	4
Super! super value for money and good battery backup  	5
Perfect product! Very nice phone at this price range.Highly recommendable.  	5
Terrific awsm mobile...happy with it....dont listen to other....believe me...it is really unbeatable  	5
Wonderful Must buy    I use 7 days after my opinion  Some pros: * displays  good  * battery backups good *software good *no heating issue  *value of money Cons *camera is ok  *charging time 2hr 39min. *some bugs issue  	5
Terrific very nice mobile camera phone asus  	5
Fabulous! product is just steal deal at this price. you will not regret after buying this product.  	5
Perfect product! Awsm phn. Cmra quality is good  	5
Classy product value for money product. stock Android . long lasting battery  	5
As expected...!! Actually I have to give it 4.5 stars. First of all the delivery by Flipkart was amazing fast, within 48 hours I received my parcel. Talking about the packaging, it was fine but not up to the mark. Now talking about the box contents, the box include smart phone wrapped in plastic also including some paperwork a charger brick including a USB to micro USB cable. Also the box has an unexpected utility which is known as sound box according to Asus.                -Now talking about the handset, th...  	4
Perfect product! Perfect comeback by Asus. Asus phone market was sort of dead .But now it has made a come back with a bang. The phone is more than value for money. Pros: 1.Humugous  battery life. 2.2018 display (18:9) 3.snapdragon 636 at 11k(mi is selling at 15k) 4.decent rear camera  5.Stock android with 8.1 out of the box. 6.dual 4g standby 7.no heating issue 8.Dedicated sd card slot Cons: 1.Below average front camera. 2.no 5ghz WiFi. You won't regret later for buying this phone.  	5
Excellent battery life is fabulous 36 hours  of battery life with gaming, browsing,and with all heavy using.camera is awesome i gave some sample of images..front camera is also very good..but at low light performance you will be disappointed..all over a budget phone with all good thing you need..build quality is also good..loud speaker is also awesome..you can feel the beat of the songs also..allover it's a super value phone...don't think twice just go for it..you will fall in love with this device   	5
Brilliant nice budget phone great camera quality  	5
Brilliant Awesome mobile in this price range. camera is good,but overall performance is mind blowing.  	5
Great product Got it today... Awesome in look. Everything is good. Just need improvement in front camera.... Didn't get face unlock update yet... Happy with my asus zenfone max pro.   	5
Must buy! I can say just one word about the phone it just awsm....  	5
Perfect product! An Awesome Device with 1-2 flaws! First of all thanks to Flipkart for an excellent delivery, Received it on Saturday. **UPDATE** After a week of Use No complaints except for the Front Cam. Everything Working like a Charm! Battery Life is the main Pro of this Device! Getting 1 Day 14 Hours of Battery Life with almost 12 Hours of SOT with 4G enabled. And For the Fact, I Stream a lot Online . My Review after almost 3 days of use Pros:- 1. Vivid Display with great Colors 2. Great Battery life ...  	5
Terrific grey looks better than black  	5
Terrific don't stuck in negative reviews..just go for it. the major issues which all are talking fingerprint and cameras. fingerprint sensors are improving much by updates..hope they will fix it soon. Both cameras of the phone are nice..the problem is with the app..that was waste..if we are installing Google cameras then you can feel the difference (major issue for this is this can done only through rooting). front cam is improving..but now also I'm not satisfied..but future updates will may improve i...  	5
Just wow! I got it for my father...He fully satisfy with the battery and performance...best phone in budget  	5
Pretty good Great phone...front camera need to improve. bettery is good. face recognition working fine.. gaming experience is awesome.  superb phone in this rang..  	4
Great product Best phone under the budget!! Superb battery, good camera and crisp display!!!  	5
Would recommend this if you don't bother much about camera I'd really recommend one to buy this phone. But do have a look at few factors. * Camera : 4/5   There is some problem with the quality of photos taken with the front camera. It doesn't seem like 8 MP camera. But I am sure ASUS will improve it through OTA updates.  Coming to rear camera it's performance is pretty good. It's on par with Redmi note 5 pro  (except during low light condition) * Performance : 5/5 No words... It's just amazing. We get to see the absolute amazing performance of the...  	5
Just wow! one of the best mobile phone this price range Camera  8/10 Battery 10/10 Display   9/10 Value for money 9/10 performance 10/10  	5
Wonderful So Beautiful Mobile With Unique Features Simply Camera Awesome And Osm Mobile..  	5
Classy product superb phone battery life very good smooth display superb quality camera face unlock budget phone if you want to buy a budget phone under 10k to 15k you should buy it without worry  	5
Terrific purchase exciting  	5
Good quality product Looks and display is very good. battery is decent. expected more backup as I am just a normal user(no gaming) but it was down to 60% in general browsing in 4g.  download and browsing speed is fast. camera is not good for the given pixel. hope they improve camera performance in future updates. I am switching from Windows to Android. couldn't find any import or export function for copying contacts from my old phone.  it fell short of my expectations. After OTA  update battery is working proper...  	4
Fabulous! it's a very good product within 11k range  	5
Great product I liked everything about it till now. Though I haven't used much. Lets see how it works. Excited and nervous too, hope everything goes well. Thanks Flipkart.  	5
Awesome good..  	5
Brilliant Best phone you can buy in this price range. Bit disappoint in camera, Except that all are superb. #Paisavasol mobile  	5
Simply awesome Awesome mobile better than redmi pro after comparing both mobile manly battery backup, sound and gaming.  	5
Wonderful very gud display I love it very much also its very speed when switching apps sound is awesome  camera is very guddd only one thing is need to improve finger print speed and face recognizes otherwise Sema phone........  	4
Good choice  awsm 1.  	4
